area,lat,lon,district,name,population,state
119.80,52.283,8.050,Urban district,Osnabrück,164223,Lower Saxony
229.74,52.783,11.767,Stendal,Osterburg,9617,Saxony-Anhalt
47.32,49.43083,9.42611,Neckar-Odenwald-Kreis,Osterburken,6549,Baden-Württemberg
27.61,51.07667,11.93306,Burgenlandkreis,Osterfeld,2436,Saxony-Anhalt
111.19,48.700,13.017,Deggendorf,Osterhofen,11816,Bavaria
147,53.217,8.800,Osterholz,Osterholz-Scharmbeck,30366,Lower Saxony
102.46,51.72861,10.25222,Göttingen,Osterode am Harz,21392,Lower Saxony
212.67,51.967,10.717,Harz,Osterwieck,11016,Saxony-Anhalt
22.81,48.733,9.250,Esslingen,Ostfildern,39431,Baden-Württemberg
40.73,50.467,10.217,Rhön-Grabfeld,Ostheim,3290,Bavaria
27.11,49.70778,8.32889,Alzey-Worms,Osthofen,9569,Rhineland-Palatinate
23.39,51.01472,14.93222,Görlitz,Ostritz,2215,Saxony
32.09,49.50444,7.77111,Kaiserslautern,Otterberg,5309,Rhineland-Palatinate
33.54,53.800,8.900,Cuxhaven,Otterndorf,7449,Lower Saxony
45.51,49.367,7.167,Neunkirchen,Ottweiler,14352,Saarland
68.8,50.950,7.300,Rheinisch-Bergischer Kreis,Overath,27124,North Rhine-Westphalia
9.70,48.58833,9.45139,Esslingen,Owen,3382,Baden-Württemberg
179.38,51.71806,8.75417,Paderborn,Paderborn,151864,North Rhine-Westphalia
118.36,53.067,7.400,Emsland,Papenburg,37551,Lower Saxony
64.32,48.93472,10.97444,Weißenburg-Gunzenhausen,Pappenheim,3924,Bavaria
124.49,53.417,11.833,Ludwigslust-Parchim,Parchim,17622,Mecklenburg-Western Pomerania
57.00,49.150,11.717,Neumarkt in der Oberpfalz,Parsberg,7272,Bavaria
54.99,53.500,14.000,Vorpommern-Greifswald,Pasewalk,9948,Mecklenburg-Western Pomerania
69.58,48.56667,13.46667,Urban district,Passau,52415,Bavaria
67,52.267,9.767,Hanover,Pattensen,14625,Lower Saxony
64.13,50.567,11.967,Vogtlandkreis,Pausa-Mühltroff,4845,Saxony
48.61,51.16667,12.25000,Leipzig,Pegau,6504,Saxony
100.03,49.75639,11.54500,Bayreuth,Pegnitz,13271,Bavaria
119.51,52.32028,10.23361,Peine,Peine,50249,Lower Saxony
13.38,51.86667,14.41667,Spree-Neiße,Peitz,4372,Brandenburg
63.31,50.93361,12.70583,Mittelsachsen,Penig,8624,Saxony
78.64,53.283,14.250,Vorpommern-Greifswald,Penkun,1765,Mecklenburg-Western Pomerania
25.73,47.750,11.383,Weilheim-Schongau,Penzberg,16510,Bavaria
115.47,53.50500,13.08306,Mecklenburgische Seenplatte,Penzlin,4175,Mecklenburg-Western Pomerania
137.82,53.06667,11.86667,Prignitz,Perleberg,12035,Brandenburg
212,52.383,8.967,Minden-Lübbecke,Petershagen,25045,North Rhine-Westphalia
92.39,48.533,11.517,Pfaffenhofen a.d.Ilm,Pfaffenhofen a.d.Ilm,26272,Bavaria
52.33,48.417,12.917,Rottal-Inn,Pfarrkirchen,13005,Bavaria
98.03,48.89500,8.70500,Stadtkreis,Pforzheim,126016,Baden-Württemberg
51.43,49.500,12.183,Schwandorf,Pfreimd,5301,Bavaria
90.56,47.92417,9.25667,Sigmaringen,Pfullendorf,13472,Baden-Württemberg
30.12,48.46556,9.22611,Reutlingen,Pfullingen,18778,Baden-Württemberg
42.53,49.80556,8.60444,Darmstadt-Dieburg,Pfungstadt,25029,Hesse
50.56,49.23333,8.45000,Karlsruhe,Philippsburg,13723,Baden-Württemberg
21.54,53.633,9.800,Pinneberg,Pinneberg,43503,Schleswig-Holstein
61.37,49.200,7.600,Urban district,Pirmasens,40176,Rhineland-Palatinate
53.02,50.96222,13.94028,Sächsische Schweiz-Osterzgebirge,Pirna,38284,Saxony
35.90,48.767,12.867,Deggendorf,Plattling,12948,Bavaria
115.99,53.45806,12.26250,Ludwigslust-Parchim,Plau am See,6055,Mecklenburg-Western Pomerania
102.11,50.483,12.117,Vogtlandkreis,Plauen,64014,Saxony
22.69,50.77944,10.89889,Ilm-Kreis,Plaue,2007,Thuringia
96.29,51.217,7.883,Märkischer Kreis,Plettenberg,24978,North Rhine-Westphalia
36.10,49.650,12.417,Neustadt a.d.Waldnaab,Pleystein,2327,Bavaria
10.65,48.71167,9.41639,Esslingen,Plochingen,14490,Baden-Württemberg
36.73,54.16222,10.42139,Plön,Plön,8987,Schleswig-Holstein
83.57,50.717,13.183,Erzgebirgskreis,Pockau-Lengefeld,7472,Saxony
68.82,48.400,13.317,Passau,Pocking,16186,Bavaria
38,50.517,8.700,Gießen,Pohlheim,18049,Hesse
28.70,50.30111,7.31667,Mayen-Koblenz,Polch,6866,Rhineland-Palatinate
105,52.21667,8.93333,Minden-Lübbecke,Porta Westfalica,35734,North Rhine-Westphalia
187.28,52.400,13.067,Urban district,Potsdam,182112,Brandenburg
73.24,49.77222,11.41139,Bayreuth,Pottenstein,5183,Bavaria
14.4,54.23667,10.28222,Plön,Preetz,15958,Schleswig-Holstein
45.42,52.53306,12.33306,Havelland,Premnitz,8368,Brandenburg
142.18,53.317,13.867,Uckermark,Prenzlau,18849,Brandenburg
66.31,49.767,11.917,Neustadt a.d.Waldnaab,Pressath,4263,Bavaria
68.78,52.28333,8.50000,Minden-Lübbecke,Preußisch Oldendorf,12236,North Rhine-Westphalia
48.87,49.817,10.333,Kitzingen,Prichsenstadt,3057,Bavaria
165.57,53.14972,12.18306,Prignitz,Pritzwalk,11870,Brandenburg
22.86,50.20806,6.42444,Eifelkreis Bitburg-Prüm,Prüm,5529,Rhineland-Palatinate
12.23,48.150,11.350,Fürstenfeldbruck,Puchheim,21235,Bavaria
72.14,51.000,6.800,Rhein-Erft-Kreis,Pulheim,54636,North Rhine-Westphalia
26.72,51.18167,14.01306,Bautzen,Pulsnitz,7433,Saxony
66.60,54.333,13.483,Vorpommern-Rügen,Putbus,4487,Mecklenburg-Western Pomerania
118.49,53.250,12.050,Prignitz,Putlitz,2654,Brandenburg
24.45,50.70000,11.60000,Saale-Orla-Kreis,Pößneck,11697,Thuringia
23.94,49.283,6.883,Saarbrücken,Püttlingen,18318,Saarland
17.95,52.67722,7.95750,Osnabrück,Quakenbrück,13546,Lower Saxony
120.42,51.79167,11.14722,Harz,Quedlinburg,23604,Saxony-Anhalt
155.23,51.383,11.600,Saalekreis,Querfurt,10454,Saxony-Anhalt
43.16,53.73333,9.89722,Pinneberg,Quickborn,21659,Schleswig-Holstein
30.72,50.967,13.633,Sächsische Schweiz-Osterzgebirge,Rabenau,4400,Saxony
30.00,51.117,13.917,Bautzen,Radeberg,18597,Saxony
26.06,51.100,13.650,Meißen,Radebeul,33843,Saxony
54.00,51.21250,13.72556,Meißen,Radeburg,7268,Saxony
53.77,51.200,7.350,Oberbergischer Kreis,Radevormwald,21963,North Rhine-Westphalia
58.58,47.73333,8.96667,Konstanz,Radolfzell,31530,Baden-Württemberg
97.09,51.667,12.067,Anhalt-Bitterfeld,Raguhn-Jeßnitz,8931,Saxony-Anhalt
137.60,52.417,8.617,Minden-Lübbecke,Rahden,15404,North Rhine-Westphalia
77.13,48.683,10.917,Donau-Ries,Rain,9002,Bavaria
43.03,49.44611,7.55472,Kaiserslautern,Ramstein-Miesenbach,7981,Rhineland-Palatinate
10.55,50.66389,11.56806,Saale-Orla-Kreis,Ranis,1657,Thuringia
12.14,50.46611,7.72528,Westerwaldkreis,Ransbach-Baumbach,7860,Rhineland-Palatinate
59.02,48.850,8.200,Rastatt,Rastatt,50165,Baden-Württemberg
35.42,51.17611,11.41917,Sömmerda,Rastenberg,2493,Thuringia
105.68,52.600,12.333,Havelland,Rathenow,24179,Brandenburg
88.72,51.30000,6.85000,Mettmann,Ratingen,86899,North Rhine-Westphalia
30.29,53.700,10.750,Herzogtum Lauenburg,Ratzeburg,14517,Schleswig-Holstein
11.12,49.26778,8.70361,Rhein-Neckar-Kreis,Rauenberg,8752,Baden-Württemberg
13.01,50.017,8.450,Groß-Gerau,Raunheim,16096,Hesse
67.33,50.86667,8.91667,Marburg-Biedenkopf,Rauschenberg,4410,Hesse
92.04,47.78306,9.61139,Ravensburg,Ravensburg,50776,Baden-Württemberg
55.97,49.40111,9.50778,Neckar-Odenwald-Kreis,Ravenstein,2938,Baden-Württemberg
66.4,51.58500,7.16194,Recklinghausen,Recklinghausen,110705,North Rhine-Westphalia
109.66,51.76667,6.40000,Kleve,Rees,21030,North Rhine-Westphalia
80.76,49.017,12.083,Urban district,Regensburg,152270,Bavaria
65.15,48.967,13.133,Regen,Regen,10888,Bavaria
26.35,51.083,12.450,Leipzig,Regis-Breitingen,3821,Saxony
80.34,50.250,12.017,Hof,Rehau,9319,Bavaria
99.99,52.45083,9.20778,Nienburg,Rehburg-Loccum,10179,Lower Saxony
44.29,53.767,11.033,Nordwestmecklenburg,Rehna,3592,Mecklenburg-Western Pomerania
27.60,50.35694,8.87250,Wetteraukreis,Reichelsheim,6826,Hesse
34.46,50.617,12.300,Vogtlandkreis,Reichenbach im Vogtland,20198,Saxony
62.59,51.14167,14.80000,Görlitz,Reichenbach,4915,Saxony
31.23,53.50889,10.24833,Stormarn,Reinbek,28250,Schleswig-Holstein
17.36,53.83333,10.48333,Stormarn,Reinfeld,9042,Schleswig-Holstein
27.70,49.82694,8.83083,Darmstadt-Dieburg,Reinheim,16426,Hesse
33.16,50.57861,7.23056,Ahrweiler,Remagen,17156,Rhineland-Palatinate
74.6,51.18333,7.20000,Urban districts of Germany,Remscheid,111516,North Rhine-Westphalia
22.82,48.86889,9.27639,Ludwigsburg,Remseck,26508,Baden-Württemberg
32.08,48.58583,8.01056,Ortenaukreis,Renchen,7387,Baden-Württemberg
23.72,54.30000,9.66667,Rendsburg-Eckernförde,Rendsburg,28705,Schleswig-Holstein
18.14,50.60972,8.06889,Westerwaldkreis,Rennerod,4374,Rhineland-Palatinate
31.13,48.76611,8.93472,Böblingen,Renningen,18535,Baden-Württemberg
33.45,54.100,11.617,Rostock,Rerik,2169,Mecklenburg-Western Pomerania
33.76,52.78472,9.37806,Heidekreis,Rethem,2297,Lower Saxony
87.06,48.483,9.217,Reutlingen,Reutlingen,116031,Baden-Württemberg
86.66,51.84167,8.30000,Gütersloh,Rheda-Wiedenbrück,48672,North Rhine-Westphalia
78.65,51.83333,6.70056,Borken,Rhede,19319,North Rhine-Westphalia
73.51,48.66778,7.93472,Ortenaukreis,Rheinau,11322,Baden-Württemberg
69.74,50.633,6.950,Rhein-Sieg-Kreis,Rheinbach,26949,North Rhine-Westphalia
75.15,51.54667,6.60056,Wesel,Rheinberg,30933,North Rhine-Westphalia
16.33,50.000,7.667,Rhein-Hunsrück-Kreis,Rheinböllen,4103,Rhineland-Palatinate
145,52.283,7.433,Steinfurt,Rheine,76123,North Rhine-Westphalia
62.84,47.56111,7.79167,Lörrach,Rheinfelden,32919,Baden-Württemberg
324.83,53.09833,12.89583,Ostprignitz-Ruppin,Rheinsberg,7948,Brandenburg
32.31,48.96056,8.28972,Karlsruhe,Rheinstetten,20178,Baden-Württemberg
16.30,50.2804889,7.618111,Mayen-Koblenz,Rhens,2982,Rhineland-Palatinate
31.51,52.75000,12.33306,Havelland,Rhinow,1596,Brandenburg
122.20,54.25000,12.46667,Vorpommern-Rügen,Ribnitz-Damgarten,15269,Mecklenburg-Western Pomerania
15.63,54.200,12.867,Vorpommern-Rügen,Richtenberg,1331,Mecklenburg-Western Pomerania
100.45,48.967,11.683,Kelheim,Riedenburg,6119,Bavaria
64.97,48.15528,9.47278,Biberach,Riedlingen,10670,Baden-Württemberg
73.76,49.83722,8.50444,Groß-Gerau,Riedstadt,24004,Hesse
26.20,50.100,9.633,Main-Spessart,Rieneck,1914,Bavaria
58.91,51.30806,13.29389,Meißen,Riesa,29256,Saxony
110.37,51.800,8.433,Gütersloh,Rietberg,29432,North Rhine-Westphalia
109,52.19056,9.08139,Schaumburg,Rinteln,25487,Lower Saxony
23.71,51.04806,12.79861,Mittelsachsen,Rochlitz,5658,Saxony
36.83,49.6285861,7.8205111,Donnersbergkreis,Rockenhausen,5373,Rhineland-Palatinate
15.69,49.233,7.650,Südwestpfalz,Rodalben,6681,Rhineland-Palatinate
15.6,52.317,9.350,Schaumburg,Rodenberg,6568,Lower Saxony
26.88,50.517,12.417,Vogtlandkreis,Rodewisch,6361,Saxony
65.04,50.017,8.883,Offenbach,Rodgau,46005,Hesse
113.80,49.200,12.517,Cham,Roding,12296,Bavaria
54.43,50.717,9.217,Vogelsbergkreis,Romrod,2676,Hesse
19.18,50.86361,12.18083,Greiz,Ronneburg,4953,Thuringia
37.78,52.31944,9.65556,Hanover,Ronnenberg,24403,Lower Saxony
45.33,50.29861,8.70056,Wetteraukreis,Rosbach vor der Höhe,12863,Hesse
51.11,48.28639,8.72417,Zollernalbkreis,Rosenfeld,6383,Baden-Württemberg
37.22,47.85000,12.13333,urban district,Rosenheim,63591,Bavaria
51.54,50.967,8.867,Waldeck-Frankenberg,Rosenthal,2158,Hesse
181.44,54.08333,12.13333,Urban district,Rostock,209061,Mecklenburg-Western Pomerania
79.84,50.99611,9.72778,Hersfeld-Rotenburg,Rotenburg a. d.  Fulda,13959,Hesse
98.81,53.10694,9.39694,Rotenburg (Wümme),Rotenburg an der Wümme,22072,Lower Saxony
41.68,49.383,10.183,Ansbach,Rothenburg ob der Tauber,11273,Bavaria
72.28,51.33333,14.96667,Görlitz,Rothenburg,4405,Saxony
12.07,49.883,9.583,Main-Spessart,Rothenfels,1001,Bavaria
96.25,49.24611,11.09111,Roth,Roth,25232,Bavaria
90.15,48.70194,12.02722,Landshut,Rottenburg a.d.Laaber,8455,Bavaria
142.26,48.47722,8.93444,Tübingen,Rottenburg am Neckar,43756,Baden-Württemberg
71.76,48.16806,8.62472,Rottweil,Rottweil,24975,Baden-Württemberg
73.04,51.300,11.433,Kyffhäuserkreis,Roßleben-Wiehe,7344,Thuringia
43.94,51.067,13.183,Mittelsachsen,Roßwein,7410,Saxony
135.17,50.71694,11.32750,Saalfeld-Rudolstadt,Rudolstadt,24672,Thuringia
37.12,51.46667,13.86667,Oberspreewald-Lausitz,Ruhland,3739,Brandenburg
38.51,50.89194,10.36667,Wartburgkreis,Ruhla,5406,Thuringia
43.69,50.40528,8.15500,Limburg-Weilburg,Runkel,9351,Hesse
16.24,48.80972,8.94500,Böblingen,Rutesheim,10875,Baden-Württemberg
30.17,53.37611,12.60611,Mecklenburgische Seenplatte,Röbel,4999,Mecklenburg-Western Pomerania
49.96,50.283,11.067,Coburg,Rödental,13082,Bavaria
29.99,49.96667,8.81667,Offenbach,Rödermark,28344,Hesse
122.46,50.383,10.550,Hildburghausen,Römhild,6747,Thuringia
38.81,50.900,7.183,Rheinisch-Bergischer Kreis,Rösrath,28759,North Rhine-Westphalia
46.03,51.19722,12.41722,Leipzig,Rötha,6200,Saxony
14.27,49.48472,11.24750,Nürnberger Land,Röthenbach an der Pegnitz,12370,Bavaria
27.19,49.500,9.967,Würzburg,Röttingen,1652,Bavaria
66.68,49.350,12.517,Cham,Rötz,3357,Bavaria
51,49.98333,7.93056,Rheingau-Taunus-Kreis,Rüdesheim,9970,Hesse
58.3,50.000,8.433,Groß-Gerau,Rüsselsheim am Main,65972,Hesse
158.09,51.49333,8.48333,Soest,Rüthen,10565,North Rhine-Westphalia
71.87,50.49167,11.70000,Saale-Orla-Kreis,Saalburg-Ebersdorf,3292,Thuringia
145.56,50.650,11.367,Saalfeld-Rudolstadt,Saalfeld,29071,Thuringia
167.07,49.233,7.000,Saarbrücken,Saarbrücken,179349,Saarland
20.63,49.617,6.550,Trier-Saarburg,Saarburg,7489,Rhineland-Palatinate
43.27,49.31667,6.75000,Saarlouis,Saarlouis,34409,Saarland
15.53,52.400,9.267,Schaumburg,Sachsenhagen,1980,Lower Saxony
57.92,48.96000,9.06472,Ludwigsburg,Sachsenheim,19120,Baden-Württemberg
223.92,52.15000,10.33333,Urban districts of Germany,Salzgitter,103866,Lower Saxony
109.40,51.67083,8.60472,Paderborn,Salzkotten,25013,North Rhine-Westphalia
304.53,52.850,11.150,Altmarkkreis Salzwedel,Salzwedel,23306,Saxony-Anhalt
18.58,52.78333,12.05000,Stendal,Sandau,828,Saxony-Anhalt
81.71,51.617,12.233,Anhalt-Bitterfeld,Sandersdorf-Brehna,14364,Saxony-Anhalt
207.64,51.46667,11.30000,Mansfeld-Südharz,Sangerhausen,25703,Saxony-Anhalt
34.22,50.77000,7.18667,Rhein-Sieg-Kreis,Sankt Augustin,55590,North Rhine-Westphalia
54.36,47.76194,8.12833,Waldshut,Sankt Blasien,3982,Baden-Württemberg
59.85,48.12472,8.33083,Schwarzwald-Baar-Kreis,Sankt Georgen im Schwarzwald,13035,Baden-Württemberg
7.00,50.15472,7.71528,Rhein-Lahn-Kreis,Sankt Goarshausen,1268,Rhineland-Palatinate
22.93,50.150,7.717,Rhein-Hunsrück-Kreis,Sankt Goar,2768,Rhineland-Palatinate
49.95,49.300,7.117,Saarpfalz-Kreis,Sankt Ingbert,35213,Saarland
113.54,49.467,7.167,Sankt Wendel,Sankt Wendel,25438,Saarland
42.94,52.23944,9.86056,Hildesheim,Sarstedt,19392,Lower Saxony
78.08,51.98972,8.04083,Warendorf,Sassenberg,14215,North Rhine-Westphalia
46.45,54.51639,13.64111,Vorpommern-Rügen,Sassnitz,9191,Mecklenburg-Western Pomerania
35.17,50.717,13.417,Mittelsachsen,"Sayda, Saxony",1713,Saxony
44.03,50.39444,11.00861,Sonneberg,Schalkau,3278,Thuringia
26.66,50.267,11.767,Hof,Schauenstein,1897,Bavaria
18.72,48.07361,9.29333,Sigmaringen,Scheer,2472,Baden-Württemberg
9.01,50.54083,12.91250,Erzgebirgskreis,Scheibenberg,2054,Saxony
45.12,49.667,10.467,Neustadt a.d.Aisch-Bad Windsheim,Scheinfeld,4700,Bavaria
75.24,48.37556,9.73250,Alb-Donau-Kreis,Schelklingen,6870,Baden-Württemberg
9.99,53.60278,9.82333,Pinneberg,Schenefeld,19368,Schleswig-Holstein
94.88,49.97500,11.03333,Bamberg,Scheßlitz,7232,Bavaria
60.04,51.88306,9.18306,Lippe,Schieder-Schwalenberg,8355,North Rhine-Westphalia
28.04,49.383,8.367,Rhein-Pfalz-Kreis,Schifferstadt,20432,Rhineland-Palatinate
27.52,49.267,10.267,Ansbach,Schillingsfürst,2823,Bavaria
34.22,48.29056,8.34472,Rottweil,Schiltach,3801,Baden-Württemberg
24.3,51.100,14.433,Bautzen,Schirgiswalde-Kirschau,6142,Saxony
79.36,51.40000,12.21667,Nordsachsen,Schkeuditz,18287,Saxony
53.3,51.03333,11.81667,Saale-Holzland-Kreis,Schkölen,2593,Thuringia
122.09,50.53306,6.46667,Euskirchen,Schleiden,13191,North Rhine-Westphalia
108.22,50.58333,11.81667,Saale-Orla-Kreis,Schleiz,8832,Thuringia
24.3,54.51806,9.57028,Schleswig-Flensburg,Schleswig,25322,Schleswig-Holstein
21.17,50.55861,12.95111,Erzgebirgskreis,Schlettau,2345,Saxony
125.56,50.51667,10.75000,Hildburghausen,Schleusingen,10801,Thuringia
78.22,51.71667,13.38306,Elbe-Elster,Schlieben,2420,Brandenburg
142.09,50.667,9.567,Vogelsbergkreis,Schlitz,9666,Hesse
67.42,51.883,8.617,Gütersloh,Schloß Holte-Stukenbrock,26943,North Rhine-Westphalia
113.30,50.350,9.517,Main-Kinzig-Kreis,Schlüchtern,15847,Hesse
70.22,49.767,10.617,Bamberg,Schlüsselfeld,5965,Bavaria
105.35,50.717,10.450,Schmalkalden-Meiningen,Schmalkalden,19553,Thuringia
303.00,51.148983,8.284539,Hochsauerlandkreis,Schmallenberg,24806,North Rhine-Westphalia
94.72,50.89500,12.35639,Altenburger Land,Schmölln,13604,Thuringia
23.70,53.03667,11.56806,Lüchow-Dannenberg,Schnackenburg,531,Lower Saxony
62.55,49.533,12.017,Amberg-Sulzbach,Schnaittenbach,4183,Bavaria
23.35,50.59417,12.64556,Erzgebirgskreis,Schneeberg,13790,Saxony
234.58,53.11667,9.80000,Heidekreis,Schneverdingen,18881,Lower Saxony
21.35,47.817,10.900,Weilheim-Schongau,Schongau,12350,Bavaria
68.01,47.650,7.817,Lörrach,Schopfheim,19763,Baden-Württemberg
56.86,48.800,9.533,Rems-Murr-Kreis,Schorndorf,39785,Baden-Württemberg
68.67,53.533,7.950,Friesland,Schortens,20483,Lower Saxony
133.56,50.500,9.117,Vogelsbergkreis,Schotten,10045,Hesse
80.70,48.22694,8.38417,Rottweil,Schramberg,21059,Baden-Württemberg
7.05,51.43639,11.66500,Saalekreis,Schraplau,1077,Saxony-Anhalt
31.64,49.47361,8.65917,Rhein-Neckar-Kreis,Schriesheim,14921,Baden-Württemberg
75.31,48.533,11.267,Neuburg-Schrobenhausen,Schrobenhausen,17381,Bavaria
105.21,49.34444,9.98056,Schwäbisch Hall,Schrozberg,5797,Baden-Württemberg
38.28,53.93889,12.10694,Rostock,Schwaan,5017,Mecklenburg-Western Pomerania
40.71,49.32917,11.02083,Urban district,Schwabach,41056,Bavaria
55.52,48.17889,10.75500,Augsburg,Schwabmünchen,14335,Bavaria
49.50,49.133,9.050,Heilbronn,Schwaigern,11481,Baden-Württemberg
6.47,50.150,8.533,Main-Taunus-Kreis,Schwalbach am Taunus,15372,Hesse
84.74,50.933,9.217,Schwalm-Eder-Kreis,Schwalmstadt,18091,Hesse
123.76,49.32833,12.11000,Schwandorf,Schwandorf,29020,Bavaria
32.61,51.96750,11.12083,Harz,Schwanebeck,2426,Saxony-Anhalt
25.99,50.583,11.150,Saalfeld-Rudolstadt,Schwarzatal,3504,Thuringia
36.50,50.28333,11.62083,Hof,Schwarzenbach a.Wald,4351,Bavaria
55.10,50.22083,11.93333,Hof,Schwarzenbach a.d.Saale,6865,Bavaria
11.56,53.50417,10.47917,Herzogtum Lauenburg,Schwarzenbek,16560,Schleswig-Holstein
46.25,50.54528,12.77917,Erzgebirgskreis,Schwarzenberg,16168,Saxony
26.90,50.917,9.433,Schwalm-Eder-Kreis,Schwarzenborn,1200,Hesse
33.23,51.48306,13.86667,Oberspreewald-Lausitz,Schwarzheide,5568,Brandenburg
252.19,53.050,14.267,Uckermark,Schwedt,30189,Brandenburg
31.08,49.82000,6.75222,Trier-Saarburg,Schweich,7866,Rhineland-Palatinate
35.71,50.05000,10.23333,Urban district,Schweinfurt,53319,Bavaria
20.5,51.267,7.267,Ennepe-Ruhr-Kreis,Schwelm,28590,North Rhine-Westphalia
17.81,54.267,10.217,Plön,Schwentinental,13769,Schleswig-Holstein
130.46,53.63333,11.41667,Urban district,Schwerin,95609,Mecklenburg-Western Pomerania
56.2,51.44583,7.56528,Unna,Schwerte,46124,North Rhine-Westphalia
21.62,49.383,8.567,Rhein-Neckar-Kreis,Schwetzingen,21577,Baden-Württemberg
113.78,48.800,9.800,Ostalbkreis,Schwäbisch Gmünd,61216,Baden-Württemberg
104.23,49.11222,9.73750,Schwäbisch Hall,Schwäbisch Hall,40679,Baden-Württemberg
23.27,48.21139,8.76167,Zollernalbkreis,Schömberg,4754,Baden-Württemberg
14.70,47.78667,7.89417,Lörrach,Schönau im Schwarzwald,2425,Baden-Württemberg
22.49,49.43556,8.80917,Rhein-Neckar-Kreis,Schönau,4427,Baden-Württemberg
52.18,53.850,10.917,Nordwestmecklenburg,Schönberg,4699,Mecklenburg-Western Pomerania
85.77,52.017,11.750,Salzlandkreis,Schönebeck,30387,Saxony-Anhalt
55.06,50.367,12.317,Vogtlandkreis,Schöneck,3114,Saxony
155.13,51.81250,13.22278,Elbe-Elster,Schönewalde,3056,Brandenburg
35.36,52.133,10.950,Helmstedt,Schöningen,11214,Lower Saxony
50.27,49.517,12.550,Schwandorf,Schönsee,2387,Bavaria
19.18,50.200,12.083,Wunsiedel im Fichtelgebirge,Schönwald,3215,Bavaria
39.65,52.13306,10.77833,Wolfenbüttel,Schöppenstedt,5484,Lower Saxony
19.43,52.317,7.217,Grafschaft Bentheim,Schüttorf,12937,Lower Saxony
88.09,50.967,14.283,Sächsische Schweiz-Osterzgebirge,Sebnitz,9365,Saxony
106.99,52.867,11.750,Stendal,Seehausen,4817,Saxony-Anhalt
78.79,51.800,11.333,Salzlandkreis,Seeland,7796,Saxony-Anhalt
25.28,52.51667,14.38306,Märkisch-Oderland,Seelow,5394,Brandenburg
54,52.39611,9.59806,Hanover,Seelze,34260,Lower Saxony
102.13,51.89306,10.17833,Goslar,Seesen,19111,Lower Saxony
103.44,52.31611,9.96417,Hanover,Sehnde,23554,Lower Saxony
19.13,50.933,14.617,Görlitz,Seifhennersdorf,3622,Saxony
27.70,50.317,11.750,Hof,Selbitz,4275,Bavaria
62.37,50.167,12.133,Wunsiedel im Fichtelgebirge,Selb,14708,Bavaria
30.85,50.033,8.967,Offenbach,Seligenstadt,21226,Hesse
60.34,51.683,7.483,Unna,Selm,25802,North Rhine-Westphalia
8.71,50.53222,7.75722,Westerwaldkreis,Selters,2819,Rhineland-Palatinate
96.66,51.84389,7.82778,Warendorf,Sendenhorst,13289,North Rhine-Westphalia
25.17,48.317,10.067,Neu-Ulm,Senden,22587,Bavaria
127.56,51.517,14.017,Oberspreewald-Lausitz,Senftenberg,23371,Brandenburg
72.51,50.167,10.833,Coburg,Seßlach,3949,Bavaria
23.47,50.80139,7.20444,Rhein-Sieg-Kreis,Siegburg,41669,North Rhine-Westphalia
114.67,50.883,8.017,Siegen-Wittgenstein,Siegen,101943,North Rhine-Westphalia
92.85,48.08667,9.21639,Sigmaringen,Sigmaringen,16916,Baden-Württemberg
47.33,48.267,13.017,Rottal-Inn,Simbach am Inn,10055,Bavaria
11.96,49.98333,7.51667,Rhein-Hunsrück-Kreis,Simmern,7860,Rhineland-Palatinate
50.85,48.71333,9.00278,Böblingen,Sindelfingen,64595,Baden-Württemberg
61.75,47.76278,8.84000,Konstanz,Singen,48033,Baden-Württemberg
127.01,49.250,8.883,Rhein-Neckar-Kreis,Sinsheim,35433,Baden-Württemberg
41.02,50.54528,7.25194,Ahrweiler,Sinzig,17642,Rhineland-Palatinate
85.81,51.57111,8.10917,Soest,Soest,47206,North Rhine-Westphalia
89.45,51.16667,7.08333,Urban district,Solingen,159193,North Rhine-Westphalia
34.05,50.53972,8.40722,Lahn-Dill-Kreis,Solms,13641,Hesse
203.25,52.983,9.833,Heidekreis,Soltau,21292,Lower Saxony
114.36,51.367,10.867,Kyffhäuserkreis,Sondershausen,21034,Thuringia
84.69,50.350,11.167,Sonneberg,Sonneberg,23229,Thuringia
118.54,51.68306,13.65000,Elbe-Elster,Sonnewalde,3154,Brandenburg
20.982,47.51583,10.28111,Oberallgäu,Sonthofen,21517,Bavaria
111.29,51.067,9.933,Werra-Meißner-Kreis,Sontra,7693,Hesse
18.50,48.07583,8.73778,Tuttlingen,Spaichingen,13187,Baden-Württemberg
55.80,49.17389,10.92750,Roth,Spalt,5087,Bavaria
97.7,51.117,9.667,Schwalm-Eder-Kreis,Spangenberg,6039,Hesse
15.37,49.93722,6.63806,Eifelkreis Bitburg-Prüm,Speicher,3624,Rhineland-Palatinate
40.244,52.13306,8.48306,Herford,Spenge,14419,North Rhine-Westphalia
42.58,49.31944,8.43111,Urban district,Speyer,50741,Rhineland-Palatinate
202.31,51.57167,14.37944,Spree-Neiße,Spremberg,21749,Brandenburg
159.78,52.217,9.550,Hannover,Springe,29084,Lower Saxony
47.78,51.367,7.250,Ennepe-Ruhr-Kreis,Sprockhövel,24702,North Rhine-Westphalia
22.77,47.700,11.767,Miesbach,Stadt Tegernsee,3652,Bavaria
10.81,50.95694,14.03222,Sächsische Schweiz-Osterzgebirge,Stadt Wehlen,1565,Saxony
78.29,50.833,9.017,Marburg-Biedenkopf,Stadtallendorf,21263,Hesse
